year,from_country_id,to_country_id,fixed_effects
2017,ITA,POL,-.182183858767606
2022,ITA,POL,-.1809446232413894
2023,ITA,POL,-.1617844037013157
2025,ITA,POL,
2026,ITA,POL,
1997,ITA,HUN,-.1094866509718569
2011,ITA,HUN,-.10806115994083
2012,ITA,HUN,-.1362339715694247
2013,ITA,HUN,-.1311435812965118
2014,ITA,HUN,-.1126686397000088
2015,ITA,HUN,-.1177595242493126
2016,ITA,HUN,-.1253114063473319
2017,ITA,HUN,-.1379336803794151
2018,ITA,HUN,-.1253253188724596
1997,ITA,RUS,.0202685099005681
2011,ITA,RUS,.0216940009315951
2012,ITA,RUS,-.0064788106970005
2013,ITA,RUS,-.0013884204240865
2014,ITA,RUS,.0170865211724162
2015,ITA,RUS,.0119956366231121
2016,ITA,RUS,.0044437545250935
2019,ITA,RUS,.004897713325491
2021,ITA,RUS,.0019117932490834
1997,POL,ITA,.0465964472671179
2011,POL,ITA,.0480219382981449
2014,POL,ITA,.0434144585389656
2015,POL,ITA,.0383235739896617
2016,POL,ITA,.0307716918916435
2017,POL,ITA,.01814941785956
2018,POL,ITA,.0307577793665146
2019,POL,ITA,.0312256506920399
2021,POL,ITA,.0282397306156329
2022,POL,ITA,.0193886533857761
2023,POL,ITA,.03854887292585
2024,POL,ITA,.0521170320943784
2025,POL,ITA,
2026,POL,ITA,
1997,RUS,ITA,.0449598422623005
2011,RUS,ITA,.0463853332933269
2012,RUS,ITA,.0182125216647321
2013,RUS,ITA,.0233029119376446
2014,RUS,ITA,.0417778535341487
2015,RUS,ITA,.0366869689848449
2016,RUS,ITA,.0291350868868254
2018,RUS,ITA,.0291211743616974
2019,RUS,ITA,.0295890456872226
2021,RUS,ITA,.0266031256108151
1998,BEL,MKD,
2000,BEL,MKD,
2002,BEL,MKD,
2004,BEL,MKD,
2005,BEL,MKD,
2006,BEL,MKD,
2007,BEL,MKD,
2012,BEL,MKD,
2019,BEL,MKD,
1998,BEL,ROU,-.0227624232108641
2000,BEL,ROU,-.0602655021166264
2002,BEL,ROU,-.0404983600048423
2003,BEL,ROU,-.0371278987330774
2004,BEL,ROU,-.0414368725781278
2005,BEL,ROU,-.047280098434744
2006,BEL,ROU,-.036312813530293
2007,BEL,ROU,-.0382748835662304
2008,BEL,ROU,-.0519881527032227
2009,BEL,ROU,-.0464063062133308
2010,BEL,ROU,-.0337600401026797
2011,BEL,ROU,-.0429681757154668
2012,BEL,ROU,-.0711409873440626
2013,BEL,ROU,-.0660505970711494
2014,BEL,ROU,-.0475756554746459
2015,BEL,ROU,-.0526665400239501
2017,BEL,ROU,-.0728406961540526
2022,BEL,ROU,-.0716014606278358
2026,BEL,ROU,
1998,HRV,MKD,
2000,HRV,MKD,
2002,HRV,MKD,
2004,HRV,MKD,
2005,HRV,MKD,
2006,HRV,MKD,
2007,HRV,MKD,
2012,HRV,MKD,
2019,HRV,MKD,
1998,CYP,MKD,
2000,CYP,MKD,
2002,CYP,MKD,
2004,CYP,MKD,
2005,CYP,MKD,
2006,CYP,MKD,
2007,CYP,MKD,
2012,CYP,MKD,
2019,CYP,MKD,
1998,EST,ISR,.0672086690324922
1999,EST,ISR,.0677003130594481
2000,EST,ISR,.0297055901267289
2001,EST,ISR,.0627319340636182
2002,EST,ISR,.0494727322385133
2003,EST,ISR,.0528431935102783
2005,EST,ISR,.0426909938086118
2006,EST,ISR,.0536582787130625
2008,EST,ISR,.0379829395401326
2009,EST,ISR,.0435647860300251
2010,EST,ISR,.0562110521406757
2015,EST,ISR,.0373045522194059
2016,EST,ISR,.029752670121386
2017,EST,ISR,.0171303960893038
2018,EST,ISR,.0297387575962573
2019,EST,ISR,.030206628921783
2021,EST,ISR,.0272207088453761
2023,EST,ISR,.0375298511555935
2024,EST,ISR,.0510980103241223
2025,EST,ISR,
2026,EST,ISR,
1998,EST,MKD,
2000,EST,MKD,
2002,EST,MKD,
2004,EST,MKD,
2005,EST,MKD,
2006,EST,MKD,
2007,EST,MKD,
2012,EST,MKD,
2019,EST,MKD,
1998,FIN,MKD,
2000,FIN,MKD,
2002,FIN,MKD,
2004,FIN,MKD,
2005,FIN,MKD,
2006,FIN,MKD,
2007,FIN,MKD,
2012,FIN,MKD,
2019,FIN,MKD,
1998,FRA,MKD,
2000,FRA,MKD,
2002,FRA,MKD,
2004,FRA,MKD,
2005,FRA,MKD,
2006,FRA,MKD,
2007,FRA,MKD,
2012,FRA,MKD,
2019,FRA,MKD,
1998,DEU,MKD,
2000,DEU,MKD,
2002,DEU,MKD,
2004,DEU,MKD,
2005,DEU,MKD,
2006,DEU,MKD,
2007,DEU,MKD,
2012,DEU,MKD,
2019,DEU,MKD,
1998,GRC,MKD,
2002,GRC,MKD,
2004,GRC,MKD,
2005,GRC,MKD,
2006,GRC,MKD,
2007,GRC,MKD,
2012,GRC,MKD,
2019,GRC,MKD,
1998,HUN,MKD,
2005,HUN,MKD,
2007,HUN,MKD,
2012,HUN,MKD,
2019,HUN,MKD,
1998,IRL,MKD,
2000,IRL,MKD,
2004,IRL,MKD,
2005,IRL,MKD,
2006,IRL,MKD,
2007,IRL,MKD,
2012,IRL,MKD,
2019,IRL,MKD,
1998,ISR,EST,
1999,ISR,EST,
2000,ISR,EST,
2001,ISR,EST,
2002,ISR,EST,
2003,ISR,EST,
2009,ISR,EST,
2011,ISR,EST,
2012,ISR,EST,
2013,ISR,EST,
2015,ISR,EST,
2018,ISR,EST,
2019,ISR,EST,
2022,ISR,EST,
2023,ISR,EST,
2024,ISR,EST,
2025,ISR,EST,
1998,ISR,MKD,
2000,ISR,MKD,
2002,ISR,MKD,
2004,ISR,MKD,
2005,ISR,MKD,
2006,ISR,MKD,
2007,ISR,MKD,
2012,ISR,MKD,
2019,ISR,MKD,
1998,ISR,SVK,
1998,ISR,ROU,.0697887719584394
2000,ISR,ROU,.0322856930526767
2002,ISR,ROU,.0520528351644609
2003,ISR,ROU,.0554232964362248
2004,ISR,ROU,.0511143225911753
2005,ISR,ROU,.0452710967345589
2006,ISR,ROU,.05623838163901
2007,ISR,ROU,.0542763116030721
2008,ISR,ROU,.0405630424660802
2009,ISR,ROU,.0461448889559724
2010,ISR,ROU,.0587911550666237
2011,ISR,ROU,.0495830194538354
2012,ISR,ROU,.0214102078252411
2013,ISR,ROU,.0265005980981532
2014,ISR,ROU,.0449755396946568
2015,ISR,ROU,.0398846551453533
2017,ISR,ROU,.0197104990152501
2022,ISR,ROU,.0209497345414673
2026,ISR,ROU,
1998,MLT,MKD,
2000,MLT,MKD,
2002,MLT,MKD,
2004,MLT,MKD,
2005,MLT,MKD,
2006,MLT,MKD,
2007,MLT,MKD,
2012,MLT,MKD,
2019,MLT,MKD,
1998,NLD,MKD,
2000,NLD,MKD,
2004,NLD,MKD,
2005,NLD,MKD,
2006,NLD,MKD,
2007,NLD,MKD,
2012,NLD,MKD,
2019,NLD,MKD,
1998,MKD,ISR,
2000,MKD,ISR,
2002,MKD,ISR,
2005,MKD,ISR,
2006,MKD,ISR,
2008,MKD,ISR,
2009,MKD,ISR,
2010,MKD,ISR,
2015,MKD,ISR,
2016,MKD,ISR,
2017,MKD,ISR,
2018,MKD,ISR,
2019,MKD,ISR,
2021,MKD,ISR,
1998,MKD,GBR,
2000,MKD,GBR,
2002,MKD,GBR,
2004,MKD,GBR,
2005,MKD,GBR,
2006,MKD,GBR,
2007,MKD,GBR,
2008,MKD,GBR,
2009,MKD,GBR,
2010,MKD,GBR,
2011,MKD,GBR,
2012,MKD,GBR,
2013,MKD,GBR,
2014,MKD,GBR,
2015,MKD,GBR,
2016,MKD,GBR,
2017,MKD,GBR,
2018,MKD,GBR,
2019,MKD,GBR,
2021,MKD,GBR,
2022,MKD,GBR,
1998,MKD,MLT,
2000,MKD,MLT,
2002,MKD,MLT,
2004,MKD,MLT,
2005,MKD,MLT,
2006,MKD,MLT,
2009,MKD,MLT,
2012,MKD,MLT,
2013,MKD,MLT,
2014,MKD,MLT,
2016,MKD,MLT,
2019,MKD,MLT,
2021,MKD,MLT,
1998,MKD,NLD,
2000,MKD,NLD,
2004,MKD,NLD,
2013,MKD,NLD,
2014,MKD,NLD,
2016,MKD,NLD,
2017,MKD,NLD,
2018,MKD,NLD,
2019,MKD,NLD,
2021,MKD,NLD,
2022,MKD,NLD,
1998,MKD,HRV,
2000,MKD,HRV,
2002,MKD,HRV,
2004,MKD,HRV,
2005,MKD,HRV,
2006,MKD,HRV,
2008,MKD,HRV,
2009,MKD,HRV,
2016,MKD,HRV,
2017,MKD,HRV,
1998,MKD,BEL,
2000,MKD,BEL,
2002,MKD,BEL,
2004,MKD,BEL,
2010,MKD,BEL,
2013,MKD,BEL,
2015,MKD,BEL,
2016,MKD,BEL,
2017,MKD,BEL,
2021,MKD,BEL,
2022,MKD,BEL,
1998,MKD,DEU,
2000,MKD,DEU,
2002,MKD,DEU,
2004,MKD,DEU,
2005,MKD,DEU,
2006,MKD,DEU,
2007,MKD,DEU,
2008,MKD,DEU,
2009,MKD,DEU,
2010,MKD,DEU,
2011,MKD,DEU,
2012,MKD,DEU,
2013,MKD,DEU,
2014,MKD,DEU,
2015,MKD,DEU,
2016,MKD,DEU,
2017,MKD,DEU,
2018,MKD,DEU,
2019,MKD,DEU,
2021,MKD,DEU,
2022,MKD,DEU,
1998,MKD,NOR,
2000,MKD,NOR,
2004,MKD,NOR,
2005,MKD,NOR,
2006,MKD,NOR,
2008,MKD,NOR,
2009,MKD,NOR,
2010,MKD,NOR,
2012,MKD,NOR,
2013,MKD,NOR,
2014,MKD,NOR,
2015,MKD,NOR,
2017,MKD,NOR,
2018,MKD,NOR,
2019,MKD,NOR,
2021,MKD,NOR,
2022,MKD,NOR,
1998,MKD,IRL,
2000,MKD,IRL,
2004,MKD,IRL,
2006,MKD,IRL,
2007,MKD,IRL,
2010,MKD,IRL,
2011,MKD,IRL,
2012,MKD,IRL,
2013,MKD,IRL,
2018,MKD,IRL,
1998,MKD,SWE,
2000,MKD,SWE,
2002,MKD,SWE,
2004,MKD,SWE,
2005,MKD,SWE,
2006,MKD,SWE,
2007,MKD,SWE,
2008,MKD,SWE,
2009,MKD,SWE,
2011,MKD,SWE,
2012,MKD,SWE,
2013,MKD,SWE,
2014,MKD,SWE,
2015,MKD,SWE,
2016,MKD,SWE,
2017,MKD,SWE,
2018,MKD,SWE,
2019,MKD,SWE,
2021,MKD,SWE,
2022,MKD,SWE,
1998,MKD,CYP,
2000,MKD,CYP,
2002,MKD,CYP,
2004,MKD,CYP,
2005,MKD,CYP,
2010,MKD,CYP,
2012,MKD,CYP,
2015,MKD,CYP,
2016,MKD,CYP,
2017,MKD,CYP,
2018,MKD,CYP,
2019,MKD,CYP,
2021,MKD,CYP,
1998,MKD,PRT,
2008,MKD,PRT,
2009,MKD,PRT,
2010,MKD,PRT,
2017,MKD,PRT,
2018,MKD,PRT,
2021,MKD,PRT,
2022,MKD,PRT,
1998,MKD,EST,
2000,MKD,EST,
2002,MKD,EST,
2009,MKD,EST,
2011,MKD,EST,
2012,MKD,EST,
2013,MKD,EST,
2015,MKD,EST,
2018,MKD,EST,
2019,MKD,EST,
2022,MKD,EST,
1998,MKD,TUR,
2000,MKD,TUR,
2002,MKD,TUR,
2004,MKD,TUR,
2005,MKD,TUR,
2006,MKD,TUR,
2007,MKD,TUR,
2008,MKD,TUR,
2009,MKD,TUR,
2010,MKD,TUR,
2012,MKD,TUR,
1998,MKD,FIN,
2000,MKD,FIN,
2002,MKD,FIN,
2006,MKD,FIN,
2007,MKD,FIN,
2008,MKD,FIN,
2009,MKD,FIN,
2011,MKD,FIN,
2013,MKD,FIN,
2014,MKD,FIN,
2018,MKD,FIN,
2021,MKD,FIN,
2022,MKD,FIN,
1998,MKD,ESP,
2000,MKD,ESP,
2002,MKD,ESP,
2004,MKD,ESP,
2005,MKD,ESP,
2006,MKD,ESP,
2007,MKD,ESP,
2008,MKD,ESP,
2009,MKD,ESP,
2010,MKD,ESP,
2011,MKD,ESP,
2012,MKD,ESP,
2013,MKD,ESP,
2014,MKD,ESP,
2015,MKD,ESP,
2016,MKD,ESP,
2017,MKD,ESP,
2018,MKD,ESP,
2019,MKD,ESP,
2021,MKD,ESP,
2022,MKD,ESP,
1998,MKD,POL,
2004,MKD,POL,
2008,MKD,POL,
2014,MKD,POL,
2015,MKD,POL,
2016,MKD,POL,
2017,MKD,POL,
2022,MKD,POL,
1998,MKD,SVN,
2002,MKD,SVN,
2007,MKD,SVN,
2011,MKD,SVN,
2014,MKD,SVN,
2015,MKD,SVN,
2018,MKD,SVN,
2019,MKD,SVN,
1998,MKD,GRC,
2002,MKD,GRC,
2004,MKD,GRC,
2005,MKD,GRC,
2006,MKD,GRC,
2007,MKD,GRC,
2008,MKD,GRC,
2009,MKD,GRC,
2010,MKD,GRC,
2011,MKD,GRC,
2012,MKD,GRC,
2013,MKD,GRC,
2014,MKD,GRC,
2015,MKD,GRC,
2017,MKD,GRC,
2019,MKD,GRC,
2021,MKD,GRC,
2022,MKD,GRC,
1998,MKD,SVK,
1998,MKD,ROU,
2000,MKD,ROU,
2002,MKD,ROU,
2004,MKD,ROU,
2005,MKD,ROU,
2006,MKD,ROU,
2007,MKD,ROU,
2008,MKD,ROU,
2009,MKD,ROU,
2010,MKD,ROU,
2011,MKD,ROU,
2012,MKD,ROU,
2013,MKD,ROU,
2014,MKD,ROU,
2015,MKD,ROU,
2017,MKD,ROU,
2022,MKD,ROU,
1998,MKD,HUN,
2005,MKD,HUN,
2007,MKD,HUN,
2011,MKD,HUN,
2012,MKD,HUN,
2013,MKD,HUN,
2014,MKD,HUN,
2015,MKD,HUN,
2016,MKD,HUN,
2017,MKD,HUN,
2018,MKD,HUN,
1998,MKD,FRA,
2000,MKD,FRA,
2002,MKD,FRA,
2004,MKD,FRA,
2005,MKD,FRA,
2006,MKD,FRA,
2007,MKD,FRA,
2008,MKD,FRA,
2009,MKD,FRA,
2010,MKD,FRA,
2011,MKD,FRA,
2012,MKD,FRA,
2013,MKD,FRA,
2014,MKD,FRA,
2015,MKD,FRA,
2016,MKD,FRA,
2017,MKD,FRA,
2018,MKD,FRA,
2019,MKD,FRA,
2021,MKD,FRA,
2022,MKD,FRA,
1998,MKD,CHE,
2000,MKD,CHE,
2002,MKD,CHE,
2005,MKD,CHE,
2006,MKD,CHE,
2011,MKD,CHE,
2014,MKD,CHE,
2019,MKD,CHE,
2021,MKD,CHE,
2022,MKD,CHE,
1998,NOR,MKD,
2000,NOR,MKD,
2004,NOR,MKD,
2005,NOR,MKD,
2006,NOR,MKD,
2007,NOR,MKD,
2012,NOR,MKD,
2019,NOR,MKD,
1998,POL,MKD,
2004,POL,MKD,
2005,POL,MKD,
2006,POL,MKD,
2007,POL,MKD,
2019,POL,MKD,
1998,PRT,MKD,
2004,PRT,MKD,
2005,PRT,MKD,
2006,PRT,MKD,
2007,PRT,MKD,
2012,PRT,MKD,
2019,PRT,MKD,
1998,ROU,ISR,.0839531756107298
2000,ROU,ISR,.0464500967049681
2002,ROU,ISR,.0662172388167517
2003,ROU,ISR,.0695877000885167
2005,ROU,ISR,.0594355003868507
2006,ROU,ISR,.070402785291301
2008,ROU,ISR,.0547274461183718
2009,ROU,ISR,.0603092926082641
2010,ROU,ISR,.0729555587189145
2015,ROU,ISR,.0540490587976442
2017,ROU,ISR,.0338749026675418
2018,ROU,ISR,.0464832641744965
2019,ROU,ISR,.0469511355000222
2021,ROU,ISR,.0439652154236148
2023,ROU,ISR,.0542743577338327
2026,ROU,ISR,
1998,ROU,BEL,.0079921211890955
2000,ROU,BEL,-.0295109577166675
2002,ROU,BEL,-.0097438156048834
2003,ROU,BEL,-.0063733543331185
2004,ROU,BEL,-.0106823281781689
2010,ROU,BEL,-.0030054957027206
2013,ROU,BEL,-.0352960526711903
2015,ROU,BEL,-.0219119956239914
2017,ROU,BEL,-.042086151754093
2021,ROU,BEL,-.0319958389980197
2022,ROU,BEL,-.0408469162278769
2023,ROU,BEL,-.0216866966878028
2026,ROU,BEL,
1998,ROU,TUR,.0753312072929953
2000,ROU,TUR,.037828128387232
2002,ROU,TUR,.0575952704990162
2003,ROU,TUR,.0609657317707814
2004,ROU,TUR,.0566567579257315
2005,ROU,TUR,.0508135320691156
2006,ROU,TUR,.0617808169735657
2007,ROU,TUR,.0598187469376282
2008,ROU,TUR,.0461054778006361
2009,ROU,TUR,.0516873242905286
2010,ROU,TUR,.064333590401179
2012,ROU,TUR,.0269526431597968
1998,ROU,SVN,
2002,ROU,SVN,
2003,ROU,SVN,
2007,ROU,SVN,
2011,ROU,SVN,-.0878187874111341
2014,ROU,SVN,-.0924262671703128
2015,ROU,SVN,-.0975171517196164
2018,ROU,SVN,-.1050829463427636
2019,ROU,SVN,-.1046150750172385
2023,ROU,SVN,-.0972918527834283
1998,ROU,MKD,
2000,ROU,MKD,
2002,ROU,MKD,
2004,ROU,MKD,
2005,ROU,MKD,
2006,ROU,MKD,
2007,ROU,MKD,
2012,ROU,MKD,
2019,ROU,MKD,
1998,SVK,ISR,.068320777883616
2009,SVK,ISR,.0446768948811494
2010,SVK,ISR,.0573231609917996
1998,SVK,MKD,
2012,SVK,MKD,
1998,SVN,MKD,
2002,SVN,MKD,
2004,SVN,MKD,
2005,SVN,MKD,
2006,SVN,MKD,
2007,SVN,MKD,
2012,SVN,MKD,
2019,SVN,MKD,
1998,SVN,ROU,-.0276934941593087
2002,SVN,ROU,-.0454294309532873
2003,SVN,ROU,-.0420589696815227
2004,SVN,ROU,-.0463679435265732
2005,SVN,ROU,-.0522111693831886
2006,SVN,ROU,-.0412438844787387
2007,SVN,ROU,-.0432059545146758
2008,SVN,ROU,-.056919223651668
2009,SVN,ROU,-.0513373771617752
2010,SVN,ROU,-.038691111051126
2011,SVN,ROU,-.0478992466639128
2012,SVN,ROU,-.0760720582925072
2013,SVN,ROU,-.0709816680195947
2014,SVN,ROU,-.0525067264230915
2015,SVN,ROU,-.0575976109723953
2017,SVN,ROU,-.0777717671024978
2022,SVN,ROU,-.0765325315762811
1998,ESP,MKD,
2000,ESP,MKD,
2002,ESP,MKD,
2004,ESP,MKD,
2005,ESP,MKD,
2006,ESP,MKD,
2007,ESP,MKD,
2012,ESP,MKD,
2019,ESP,MKD,
1998,SWE,MKD,
2000,SWE,MKD,
2002,SWE,MKD,
2004,SWE,MKD,
2005,SWE,MKD,
2006,SWE,MKD,
2007,SWE,MKD,
2012,SWE,MKD,
2019,SWE,MKD,
1998,CHE,MKD,
2000,CHE,MKD,
2002,CHE,MKD,
2004,CHE,MKD,
2005,CHE,MKD,
2006,CHE,MKD,
2007,CHE,MKD,
2012,CHE,MKD,
2019,CHE,MKD,
1998,TUR,MKD,
2000,TUR,MKD,
2002,TUR,MKD,
2004,TUR,MKD,
2005,TUR,MKD,
2006,TUR,MKD,
2007,TUR,MKD,
2012,TUR,MKD,
1998,TUR,ROU,-.0074413294965933
2000,TUR,ROU,-.0449444084023555
2002,TUR,ROU,-.0251772662905717
2003,TUR,ROU,-.0218068050188064
2004,TUR,ROU,-.0261157788638572
2005,TUR,ROU,-.0319590047204726
2006,TUR,ROU,-.0209917198160226
2007,TUR,ROU,-.02295378985196
2008,TUR,ROU,-.0366670589889519
2009,TUR,ROU,-.0310852124990596
2010,TUR,ROU,-.0184389463884087
2011,TUR,ROU,-.0276470820011969
2012,TUR,ROU,-.0558198936297912
1998,GBR,MKD,
2000,GBR,MKD,
2002,GBR,MKD,
2004,GBR,MKD,
2005,GBR,MKD,
2006,GBR,MKD,
2007,GBR,MKD,
2012,GBR,MKD,
2019,GBR,MKD,
1999,BEL,LTU,-.0545444382408484
2002,BEL,LTU,-.0727720190617838
2006,BEL,LTU,-.0685864725872348
2007,BEL,LTU,-.0705485426231721
2009,BEL,LTU,-.0786799652702719
2011,BEL,LTU,-.0752418347724089
2012,BEL,LTU,-.1034146464010035
2013,BEL,LTU,-.0983242561280908
2015,BEL,LTU,-.0849401990808914
2016,BEL,LTU,-.0924920811789105
2018,BEL,LTU,-.0925059937040388
2021,BEL,LTU,-.0950240424549205
2022,BEL,LTU,-.1038751196847771
2023,BEL,LTU,-.0847149001447033
2024,BEL,LTU,-.0711467409761744
2025,BEL,LTU,
2026,BEL,LTU,
1999,DNK,LTU,-.0354251744160471
2001,DNK,LTU,-.0403935534118776
2002,DNK,LTU,-.0536527552369823
2006,DNK,LTU,-.0494672087624334
2007,DNK,LTU,-.0514292787983707
2009,DNK,LTU,-.0595607014454704
2011,DNK,LTU,-.0561225709476071
2012,DNK,LTU,-.0842953825762017
2013,DNK,LTU,-.0792049923032888
2015,DNK,LTU,-.06582093525609
2016,DNK,LTU,-.0733728173541087
2018,DNK,LTU,-.0733867298792368
2021,DNK,LTU,-.0759047786301192
2022,DNK,LTU,-.0847558558599752
2023,DNK,LTU,-.0655956363199017
2024,DNK,LTU,-.0520274771513729
2025,DNK,LTU,
2026,DNK,LTU,
1999,ISR,LTU,.0380067569284543
2001,ISR,LTU,.0330383779326241
2002,ISR,LTU,.0197791761075193
2006,ISR,LTU,.023964722582068
2007,ISR,LTU,.0220026525461304
2009,ISR,LTU,.0138712298990316
2011,ISR,LTU,.0173093603968942
2012,ISR,LTU,-.0108634512317003
2013,ISR,LTU,-.0057730609587875
2015,ISR,LTU,.0076109960884115
2016,ISR,LTU,.0000591139903924
2018,ISR,LTU,.000045201465264
2021,ISR,LTU,-.0024728472856179
2022,ISR,LTU,-.0113239245154743
2023,ISR,LTU,.0078362950245999
2024,ISR,LTU,.0214044541931281
2025,ISR,LTU,
2026,ISR,LTU,
1999,LTU,ISR,.0615273622006281
2001,LTU,ISR,.0565589832047981
2002,LTU,ISR,.0432997813796931
2005,LTU,ISR,.0365180429497921
2006,LTU,ISR,.0474853278542417
2008,LTU,ISR,.0318099886813131
2009,LTU,ISR,.0373918351712053
2010,LTU,ISR,.0500381012818552
2015,LTU,ISR,.0311316013605854
2016,LTU,ISR,.0235797192625661
2017,LTU,ISR,.0109574452304829
2018,LTU,ISR,.0235658067374379
2019,LTU,ISR,.0240336780629634
2021,LTU,ISR,.0210477579865559
2023,LTU,ISR,.0313569002967734
2024,LTU,ISR,.0449250594653019
2025,LTU,ISR,
2026,LTU,ISR,
1999,LTU,DNK,.0453355976882129
2001,LTU,DNK,.0403672186923826
2002,LTU,DNK,.0271080168672788
2005,LTU,DNK,.0203262784373776
2006,LTU,DNK,.0312935633418265
2008,LTU,DNK,.0156182241688979
2009,LTU,DNK,.0212000706587899
2010,LTU,DNK,.0338463367694411
2011,LTU,DNK,.0246382011566535
2012,LTU,DNK,-.0035346104719414
2013,LTU,DNK,.0015557798009713
2014,LTU,DNK,.0200307213974739
2017,LTU,DNK,-.0052343192819319
2018,LTU,DNK,.0073740422250234
2019,LTU,DNK,.0078419135505485
2025,LTU,DNK,
2026,LTU,DNK,
1999,LTU,SVN,-.0900388483166314
2001,LTU,SVN,-.0950072273124631
2002,LTU,SVN,-.1082664291375675
2007,LTU,SVN,-.1060429526989559
2011,LTU,SVN,-.1107362448481923
2014,LTU,SVN,-.1153437246073715
2015,LTU,SVN,-.1204346091566754
2018,LTU,SVN,-.1280004037798222
2019,LTU,SVN,-.1275325324542975
2023,LTU,SVN,-.120209310220487
2024,LTU,SVN,-.1066411510519583
1999,LTU,BEL,-.0144336922210071
2002,LTU,BEL,-.0326612730419416
2004,LTU,BEL,-.0335997856152274
2010,LTU,BEL,-.0259229531397799
2013,LTU,BEL,-.0582135101082492
2015,LTU,BEL,-.0448294530610501
2016,LTU,BEL,-.052381335159069
2017,LTU,BEL,-.0650036091911527
2021,LTU,BEL,-.0549132964350785
2022,LTU,BEL,-.0637643736649353
2023,LTU,BEL,-.0446041541248617
2026,LTU,BEL,
1999,LTU,TUR,.052905393882893
2001,LTU,TUR,.0479370148870615
2002,LTU,TUR,.0346778130619579
2004,LTU,TUR,.0337393004886724
2005,LTU,TUR,.0278960746320567
2006,LTU,TUR,.0388633595365065
2007,LTU,TUR,.0369012895005687
2008,LTU,TUR,.0231880203635769
2009,LTU,TUR,.0287698668534697
2010,LTU,TUR,.0414161329641203
2012,LTU,TUR,.0040351857227381
1999,SVN,LTU,-.0594755091892936
2001,SVN,LTU,-.0644438881851247
2002,SVN,LTU,-.0777030900102291
2006,SVN,LTU,-.0735175435356802
2007,SVN,LTU,-.0754796135716169
2009,SVN,LTU,-.0836110362187165
2011,SVN,LTU,-.080172905720854
2012,SVN,LTU,-.1083457173494489
2013,SVN,LTU,-.1032553270765355
2015,SVN,LTU,-.0898712700293368
2016,SVN,LTU,-.0974231521273557
2018,SVN,LTU,-.0974370646524838
2021,SVN,LTU,-.0999551134033659
2022,SVN,LTU,-.1088061906332227
2023,SVN,LTU,-.0896459710931484
2024,SVN,LTU,-.0760778119246196
2025,SVN,LTU,
1999,TUR,LTU,
2001,TUR,LTU,
2002,TUR,LTU,
2006,TUR,LTU,
2007,TUR,LTU,
2009,TUR,LTU,
2011,TUR,LTU,
2012,TUR,LTU,
2000,AUT,LVA,
2002,AUT,LVA,
2003,AUT,LVA,
2005,AUT,LVA,
2007,AUT,LVA,
2015,AUT,LVA,.0231314443363311
2016,AUT,LVA,.0155795622383118
2024,AUT,LVA,.0369249024410483
2025,AUT,LVA,
2000,AUT,MKD,
2002,AUT,MKD,
2004,AUT,MKD,
2005,AUT,MKD,
2007,AUT,MKD,
2012,AUT,MKD,
2019,AUT,MKD,
2000,BEL,LVA,.0035037535570108
2002,BEL,LVA,.0232708956687941
2003,BEL,LVA,.0266413569405597
2005,BEL,LVA,.0164891572388936
2006,BEL,LVA,.0274564421433435
2007,BEL,LVA,.0254943721074059
2008,BEL,LVA,.0117811029704142
2015,BEL,LVA,.0111027156496862
2016,BEL,LVA,.0035508335516676
2024,BEL,LVA,.0248961737544038
2025,BEL,LVA,
2000,HRV,LVA,.0199644605722941
2001,HRV,LVA,.0529908045091827
2002,HRV,LVA,.0397316026840783
2003,HRV,LVA,.0431020639558431
2005,HRV,LVA,.0329498642541773
2006,HRV,LVA,.0439171491586273
2007,HRV,LVA,.0419550791226898
2008,HRV,LVA,.0282418099856974
2016,HRV,LVA,.020011540566951
2024,HRV,LVA,.0413568807696878
2025,HRV,LVA,
2000,CYP,LVA,.0635350303579168
2002,CYP,LVA,.0833021724697005
2003,CYP,LVA,.0866726337414659
2005,CYP,LVA,.0765204340397998
2006,CYP,LVA,.0874877189442499
2007,CYP,LVA,.0855256489083127
2008,CYP,LVA,.0718123797713206
2015,CYP,LVA,.0711339924505929
2016,CYP,LVA,.0635821103525741
2024,CYP,LVA,.0849274505553104
2025,CYP,LVA,
2000,DNK,LVA,.0226230173818114
2001,DNK,LVA,.0556493613187009
2002,DNK,LVA,.0423901594935954
2005,DNK,LVA,.0356084210636955
2006,DNK,LVA,.046575705968145
2007,DNK,LVA,.0446136359322079
2008,DNK,LVA,.0309003667952156
2015,DNK,LVA,.0302219794744882
2016,DNK,LVA,.0226700973764691
2024,DNK,LVA,.0440154375792055
2025,DNK,LVA,
2000,DNK,MKD,
2002,DNK,MKD,
2004,DNK,MKD,
2005,DNK,MKD,
2006,DNK,MKD,
2007,DNK,MKD,
2012,DNK,MKD,
2019,DNK,MKD,
2000,DNK,ROU,-.0411462382918247
2002,DNK,ROU,-.0213790961800404
2004,DNK,ROU,-.0223176087533263
2005,DNK,ROU,-.0281608346099415
2006,DNK,ROU,-.017193549705492
2007,DNK,ROU,-.0191556197414288
2008,DNK,ROU,-.0328688888784213
2009,DNK,ROU,-.027287042388529
2010,DNK,ROU,-.0146407762778789
2011,DNK,ROU,-.0238489118906655
2012,DNK,ROU,-.0520217235192605
2013,DNK,ROU,-.046931333246348
2014,DNK,ROU,-.0284563916498449
2015,DNK,ROU,-.0335472761991482
